1663402756.199879,-0.255221,0.571226,1.209587,-0.270587,-0.762601,-0.587556,-0.005948,-0.060306,0.079912,168.228729
1663402756.209925,-0.158383,0.346055,1.295363,-0.277326,-0.757951,-0.590423,-0.018252,-0.101256,0.012924,167.394836
1663402756.219970,-0.142408,0.030984,1.291041,-0.286024,-0.753469,-0.592009,-0.039110,-0.124293,-0.071351,166.611008
1663402756.230016,-0.234987,-0.209934,1.319746,-0.296361,-0.748627,-0.593067,-0.034861,-0.154556,-0.031552,165.913330
1663402756.240062,-0.357244,-0.348371,1.488839,-0.308422,-0.742650,-0.594430,0.052242,-0.256740,0.044473,165.218811
1663402756.250107,-0.453638,-0.495970,1.673888,-0.322647,-0.735222,-0.596110,0.142960,-0.358406,0.055140,164.465927
1663402756.260153,-0.545238,-0.662159,1.759480,-0.338745,-0.726569,-0.597788,0.193176,-0.342722,0.036661,163.688065
1663402756.270199,-0.631137,-0.894119,1.687859,-0.355904,-0.717026,-0.599338,0.216134,-0.306015,0.033176,162.965424
1663402756.280244,-0.693272,-1.222970,1.424904,-0.373401,-0.707360,-0.600178,0.208454,-0.236533,-0.027371,162.423660
1663402756.290290,-0.761061,-1.459871,1.081023,-0.390341,-0.698263,-0.600052,0.207266,-0.125422,-0.083938,162.146835
1663402756.300336,-0.862901,-1.530985,0.753005,-0.405657,-0.689824,-0.599654,0.223910,-0.034556,-0.048860,162.114212
1663402756.310382,-1.026278,-1.550484,0.538299,-0.419263,-0.681601,-0.599699,0.216077,0.027579,-0.000704,162.272476
1663402756.320427,-1.155986,-1.600313,0.417471,-0.431927,-0.673033,-0.600388,0.195736,0.014739,0.047516,162.555328
1663402756.330473,-1.205576,-1.514332,0.453206,-0.444190,-0.664064,-0.601427,0.168952,-0.034667,0.091158,162.877274
1663402756.340519,-1.128244,-1.338170,0.575173,-0.456164,-0.654682,-0.602748,0.174670,-0.134929,0.174541,163.110947
1663402756.350564,-0.935845,-1.294009,0.593215,-0.467880,-0.645692,-0.603465,0.153991,-0.179778,0.164256,163.249084
1663402756.360610,-0.690407,-1.355918,0.500717,-0.479427,-0.638189,-0.602382,0.130306,-0.157450,0.094447,163.377243
1663402756.370656,-0.455676,-1.310619,0.369626,-0.490262,-0.632680,-0.599466,0.134793,-0.124125,0.099389,163.535095
1663402756.380702,-0.249970,-1.130417,0.239017,-0.499489,-0.629133,-0.595569,0.158913,-0.105227,0.158786,163.704346
1663402756.390747,-0.077504,-0.901211,0.133614,-0.506662,-0.627298,-0.591431,0.173075,-0.103568,0.193573,163.861038
1663402756.400793,0.053525,-0.674464,0.054304,-0.511864,-0.626811,-0.587455,0.174477,-0.121678,0.209174,163.989746
1663402756.410839,0.176215,-0.468503,-0.011175,-0.515285,-0.627441,-0.583780,0.140514,-0.140748,0.210825,164.088318
1663402756.420884,0.259207,-0.320024,-0.052780,-0.517321,-0.628946,-0.580350,0.104296,-0.156164,0.188962,164.157486
1663402756.430930,0.300552,-0.213796,-0.097601,-0.518341,-0.631028,-0.577172,0.086471,-0.160751,0.170510,164.210159
1663402756.440976,0.307873,-0.135454,-0.122927,-0.518593,-0.633420,-0.574318,0.081535,-0.156879,0.144218,164.257309
1663402756.451022,0.290552,-0.105673,-0.156402,-0.518347,-0.635916,-0.571776,0.080572,-0.158960,0.113371,164.309143
1663402756.461067,0.253293,-0.110227,-0.205590,-0.517764,-0.638462,-0.569462,0.072192,-0.148114,0.090504,164.387772
1663402756.471113,0.214574,-0.104409,-0.245407,-0.516885,-0.641020,-0.567383,0.061120,-0.134066,0.078568,164.501328
1663402756.481159,0.183544,-0.051654,-0.265720,-0.515642,-0.643530,-0.565670,0.045946,-0.124842,0.071117,164.632706
1663402756.491204,0.175197,0.039056,-0.248568,-0.513956,-0.645932,-0.564465,0.030207,-0.118426,0.061200,164.751526
1663402756.501250,0.169070,0.179142,-0.152998,-0.511976,-0.648005,-0.563888,0.020216,-0.098989,0.045852,164.813553
1663402756.511296,0.156171,0.314717,-0.084071,-0.509780,-0.649562,-0.564086,0.012664,-0.059498,0.038971,164.789795
1663402756.521341,0.148146,0.404097,-0.057297,-0.507226,-0.650821,-0.564936,0.011804,-0.048458,0.025553,164.716324
1663402756.531387,0.157742,0.440900,-0.065861,-0.504362,-0.652023,-0.566114,0.030317,-0.048920,0.018369,164.622070
1663402756.541433,0.183724,0.415643,-0.084995,-0.501390,-0.653410,-0.567153,0.037706,-0.041780,0.001327,164.532028
1663402756.551479,0.227368,0.374853,-0.129215,-0.498398,-0.655162,-0.567769,0.029267,-0.017430,-0.003688,164.462906
1663402756.561524,0.275689,0.376647,-0.152683,-0.495264,-0.657374,-0.567955,0.029948,-0.001653,0.003349,164.411438
1663402756.571570,0.295944,0.373922,-0.122398,-0.492139,-0.659764,-0.567901,0.055540,-0.010341,0.020141,164.350220
1663402756.581616,0.278804,0.314308,-0.069847,-0.489467,-0.661940,-0.567677,0.082362,-0.032701,0.033345,164.271454
1663402756.591662,0.234686,0.181174,-0.035731,-0.487645,-0.663706,-0.567183,0.086370,-0.058142,0.043913,164.195709
1663402756.601707,0.204790,0.019125,-0.032925,-0.486798,-0.665156,-0.566211,0.065045,-0.088583,0.040470,164.152481
1663402756.611753,0.207349,-0.177912,-0.055671,-0.486919,-0.666572,-0.564439,0.043438,-0.116890,0.021592,164.160828
1663402756.621799,0.219003,-0.350919,-0.119765,-0.487816,-0.668239,-0.561687,0.032845,-0.106389,0.014171,164.240082
1663402756.631844,0.216624,-0.447313,-0.171277,-0.489042,-0.670246,-0.558218,0.025968,-0.065853,0.034949,164.387909
1663402756.641890,0.195482,-0.473037,-0.165970,-0.490415,-0.672303,-0.554528,0.028547,-0.044647,0.064904,164.566772
1663402756.651936,0.174357,-0.499987,-0.124534,-0.492065,-0.674101,-0.550872,0.014633,-0.060380,0.072676,164.741287
1663402756.661982,0.142905,-0.542712,-0.067584,-0.494251,-0.675505,-0.547183,-0.004329,-0.093187,0.050372,164.900284
1663402756.672027,0.111010,-0.629962,-0.029994,-0.497075,-0.676472,-0.543417,-0.011317,-0.107723,0.044134,165.052155
1663402756.682073,0.057014,-0.641951,-0.001653,-0.500372,-0.677066,-0.539639,-0.011545,-0.079816,0.029583,165.208069
1663402756.692119,0.034674,-0.657164,0.026268,-0.503923,-0.677287,-0.536045,-0.028181,-0.105932,0.036594,165.360641
1663402756.702164,0.031355,-0.647003,0.060612,-0.507687,-0.677290,-0.532478,-0.030506,-0.116000,0.018654,165.497421
1663402756.712210,0.027763,-0.602470,0.073500,-0.511444,-0.677156,-0.529042,-0.023651,-0.103972,0.020695,165.615341
1663402756.722256,0.024660,-0.533221,0.065415,-0.514878,-0.676990,-0.525914,-0.019607,-0.081738,0.018315,165.717972
1663402756.732302,0.016591,-0.436811,0.064035,-0.517811,-0.676833,-0.523229,-0.018322,-0.078828,0.013280,165.804581
1663402756.742347,-0.004301,-0.336750,0.084080,-0.520254,-0.676559,-0.521157,-0.012644,-0.095093,0.011513,165.863785
1663402756.752393,-0.028445,-0.247602,0.104678,-0.522355,-0.676039,-0.519727,-0.010939,-0.114763,-0.000095,165.889801
1663402756.762439,-0.045918,-0.176076,0.129891,-0.524185,-0.675302,-0.518842,-0.013840,-0.122717,-0.006014,165.887024
1663402756.772484,-0.055035,-0.119456,0.146461,-0.525809,-0.674388,-0.518388,0.002219,-0.107045,-0.005294,165.858490
1663402756.782529,-0.071245,-0.020461,0.148796,-0.527109,-0.673368,-0.518393,0.027582,-0.079775,0.004141,165.807693
1663402756.792575,-0.089257,0.058911,0.152179,-0.527929,-0.672235,-0.519029,0.036580,-0.073278,0.027803,165.735413
1663402756.802621,-0.117866,0.112717,0.164854,-0.528474,-0.670946,-0.520140,0.049883,-0.077711,0.024993,165.647095
1663402756.812666,-0.152594,0.123531,0.193199,-0.528953,-0.669380,-0.521670,0.058494,-0.087929,0.041339,165.544220
1663402756.822712,-0.166223,0.072797,0.197702,-0.529676,-0.667560,-0.523266,0.081632,-0.084454,0.043270,165.440399
1663402756.832758,-0.158695,0.004601,0.179081,-0.530654,-0.665784,-0.524536,0.075255,-0.066348,0.041046,165.359558
1663402756.842804,-0.127083,-0.042155,0.183640,-0.531879,-0.664143,-0.525376,0.075107,-0.075390,0.055191,165.293915
1663402756.852849,-0.063937,-0.087018,0.200159,-0.533408,-0.662688,-0.525661,0.081168,-0.100205,0.058513,165.223038
1663402756.862895,0.021112,-0.166937,0.206244,-0.535341,-0.661563,-0.525113,0.078996,-0.116848,0.044004,165.144928
1663402756.872941,0.122446,-0.281281,0.189946,-0.537739,-0.660959,-0.523422,0.075016,-0.118048,0.023773,165.075912
1663402756.882987,0.220534,-0.434437,0.146207,-0.540661,-0.661036,-0.520305,0.070339,-0.107564,-0.002034,165.036255
1663402756.893033,0.302943,-0.579119,0.089777,-0.544008,-0.661855,-0.515755,0.058961,-0.096232,-0.018638,165.045670
1663402756.903079,0.357061,-0.678169,0.020280,-0.547567,-0.663358,-0.510027,0.050252,-0.088107,-0.023436,165.107742
1663402756.913125,0.315036,-0.603144,-0.097449,-0.550423,-0.665354,-0.504320,0.063225,-0.023321,0.028078,165.223587
1663402756.923169,0.327782,-0.581896,-0.148558,-0.552487,-0.667788,-0.498816,0.058331,-0.027143,0.021139,165.387466
1663402756.933215,0.342869,-0.628182,-0.127595,-0.554435,-0.670358,-0.493175,0.044227,-0.148947,-0.000737,165.556473
1663402756.943261,0.112539,-0.928560,-0.102452,-0.557271,-0.672222,-0.487408,0.066350,-0.158680,0.017178,165.748474
1663402756.953307,-0.172683,-1.234043,-0.221518,-0.561415,-0.673099,-0.481405,0.023787,-0.080197,-0.024775,166.148895
1663402756.963352,-0.368080,-1.294311,-0.221346,-0.565913,-0.673168,-0.476011,0.015056,-0.073857,0.020491,166.680069
1663402756.973398,-0.412721,-1.072253,-0.208964,-0.570060,-0.672613,-0.471830,0.040092,-0.115976,0.062116,167.214096
1663402756.983444,-0.335411,-0.701046,-0.196912,-0.572751,-0.672143,-0.469233,0.019163,-0.123405,0.111445,167.656631
1663402756.993490,-0.249210,-0.375734,-0.155636,-0.573922,-0.671930,-0.468105,0.018121,-0.134191,0.129726,167.971970
1663402757.003536,-0.231026,0.097893,-0.090879,-0.573745,-0.671702,-0.468650,0.020202,-0.116384,0.151221,168.144394
1663402757.013582,-0.223873,0.549713,-0.079987,-0.571524,-0.671276,-0.471962,0.049261,-0.010486,0.258065,168.165649
1663402757.023628,-0.253612,0.921343,-0.136542,-0.567126,-0.670868,-0.477811,0.008990,-0.021957,0.239286,168.090439
1663402757.033673,-0.216556,1.122964,-0.093942,-0.561248,-0.670523,-0.485179,-0.000138,-0.003641,0.197948,167.952499
