1663402756.199879,51.825333,-86.713921,-25.824217,2
1663402756.209925,51.625801,-87.093834,-25.876368,2
1663402756.219970,51.207260,-87.575027,-25.737841,2
1663402756.230016,50.728912,-88.178848,-25.428560,2
1663402756.240062,50.125710,-88.957344,-25.182386,2
1663402756.250107,49.341530,-89.738609,-25.357355,2
1663402756.260153,48.445915,-90.629074,-25.801119,2
1663402756.270199,47.409912,-91.617638,-26.115046,2
1663402756.280244,46.100590,-92.605881,-26.538790,2
1663402756.290290,44.685925,-93.601357,-27.222254,2
1663402756.300336,43.246975,-94.523033,-28.323698,2
1663402756.310382,41.779087,-95.282440,-29.552473,2
1663402756.320427,40.405663,-95.742462,-30.784643,2
1663402756.330473,39.300461,-95.921844,-32.164719,2
1663402756.340519,38.402069,-95.956383,-33.804604,2
1663402756.350564,37.540092,-95.859978,-35.604263,2
1663402756.360610,36.703732,-95.656174,-37.501717,2
1663402756.370656,35.861725,-95.539833,-39.173782,2
1663402756.380702,34.965843,-95.459335,-40.593498,2
1663402756.390747,34.144165,-95.333099,-41.992523,2
1663402756.400793,33.433113,-95.192505,-43.152855,2
1663402756.410839,32.811699,-95.063972,-43.872665,2
1663402756.420884,32.275375,-94.915054,-44.378571,2
1663402756.430930,32.009903,-94.825333,-44.567947,2
1663402756.440976,31.860458,-94.784866,-44.339539,2
1663402756.451022,31.840271,-94.890213,-43.809761,2
1663402756.461067,32.015293,-94.984154,-43.414474,2
1663402756.471113,32.104416,-95.150009,-43.055183,2
1663402756.481159,32.194881,-95.186043,-42.959167,2
1663402756.491204,32.311100,-95.236023,-42.982536,2
1663402756.501250,32.452564,-95.308250,-42.993172,2
1663402756.511296,32.633141,-95.356606,-42.953209,2
1663402756.521341,32.696846,-95.373718,-42.823013,2
1663402756.531387,32.901478,-95.281937,-42.749649,2
1663402756.541433,33.114647,-95.109322,-42.721588,2
1663402756.551479,33.303352,-95.097649,-42.532257,2
1663402756.561524,33.556736,-95.061073,-42.408569,2
1663402756.571570,33.803322,-95.090736,-42.307030,2
1663402756.581616,34.047874,-95.162514,-41.839844,2
1663402756.591662,34.419456,-95.253265,-41.051865,2
1663402756.601707,34.720848,-95.257645,-40.640099,2
1663402756.611753,34.938099,-95.161453,-40.408157,2
1663402756.621799,35.083668,-95.031036,-40.404350,2
1663402756.631844,35.170746,-94.785286,-40.620956,2
1663402756.641890,35.224075,-94.582039,-40.613243,2
1663402756.651936,35.336430,-94.684166,-39.123032,2
1663402756.661982,35.451225,-94.740280,-38.559441,2
1663402756.672027,35.489857,-94.750313,-38.435608,2
1663402756.682073,35.591118,-94.902596,-38.434196,2
1663402756.692119,35.575672,-95.031281,-38.334671,2
1663402756.702164,35.443710,-95.195908,-38.423294,2
1663402756.712210,35.236923,-95.325478,-38.555382,2
1663402756.722256,34.983284,-95.453842,-38.612396,2
1663402756.732302,34.638569,-95.502121,-38.833916,2
1663402756.742347,34.326778,-95.536232,-39.312614,2
1663402756.752393,34.049442,-95.411438,-39.882568,2
1663402756.762439,33.834595,-95.384880,-40.355141,2
1663402756.772484,33.613899,-95.429039,-40.755447,2
1663402756.782529,33.466915,-95.489944,-40.840805,2
1663402756.792575,33.265175,-95.571716,-40.869728,2
1663402756.802621,33.162357,-95.506927,-41.069489,2
1663402756.812666,33.018410,-95.461693,-41.366463,2
1663402756.822712,32.961941,-95.439865,-41.443550,2
1663402756.832758,32.953346,-95.405724,-41.534775,2
1663402756.842804,32.901035,-95.343697,-41.519417,2
1663402756.852849,32.803928,-95.337509,-41.207253,2
1663402756.862895,32.741436,-95.255226,-41.013885,2
1663402756.872941,32.681602,-95.307442,-41.041603,2
1663402756.882987,32.543655,-95.374344,-41.224937,2
1663402756.893033,32.407944,-95.571564,-41.213638,2
1663402756.903079,32.199455,-95.837425,-41.155975,2
1663402756.913125,31.883919,-96.091339,-41.138634,2
1663402756.923169,31.505768,-96.233124,-41.182930,2
1663402756.933215,31.160500,-96.389885,-41.195938,2
1663402756.943261,30.968029,-96.561478,-41.219902,2
1663402756.953307,30.823303,-96.612343,-41.144005,2
