1663402756.281428,22.928872,120.281980,37.058203,26.717835,7.242822,0,249.949963,9.532145
1663402757.281449,22.928843,120.281886,25.899819,26.764316,7.306104,0,244.915742,9.532145
1663402758.281471,22.928779,120.281797,22.784549,26.819845,7.291825,0,249.960678,10.803557
1663402759.281492,22.928751,120.281673,20.193804,26.791447,7.324448,0,250.053665,13.196803
1663402760.281514,22.928660,120.281544,13.445711,26.711004,7.364285,0,250.053665,14.703485
1663402761.281371,22.928610,120.281394,14.052683,26.528558,10.055556,0,250.053665,14.703485
1663402762.281392,22.928571,120.281232,9.594959,26.356436,8.007772,0,249.448563,15.535460
1663402763.281326,22.928520,120.281083,8.779659,26.361586,7.385735,0,249.932388,15.535460
1663402764.281347,22.928472,120.280942,14.029165,26.419679,11.562993,0,249.932388,14.830153
1663402765.280817,22.928414,120.280822,7.767197,26.471136,7.380783,0,249.932388,14.830153
1663402766.280838,22.928378,120.280713,11.513504,26.406450,12.186741,0,249.932388,13.029028
1663402767.230956,22.928350,120.280632,6.199432,26.271175,7.020830,0,250.016937,10.573050
1663402768.180957,22.928319,120.280540,6.199432,26.271182,7.020830,0,250.016937,10.573050
1663402769.130464,22.928304,120.280496,8.248874,26.162125,9.649433,0,250.016937,8.635230
1663402770.080421,22.928305,120.280499,5.917203,25.963478,6.987558,0,250.016937,3.736153
1663402771.030362,22.928314,120.280474,8.610314,25.821059,10.085080,0,250.016937,3.736153
1663402772.002334,22.928319,120.280488,8.238178,25.622327,9.472180,0,250.016937,1.556467
1663402773.002268,22.928323,120.280499,7.883242,25.506603,9.012415,0,250.016937,0.737979
1663402774.002230,22.928322,120.280497,10.699296,25.451539,12.185558,0,250.016937,0.428257
1663402775.002157,22.928319,120.280489,11.419843,25.393073,13.040673,0,250.016937,0.523378
1663402776.002116,22.928304,120.280444,5.877212,25.326930,6.965098,0,250.016937,1.768479
1663402777.002038,22.928291,120.280406,6.941979,25.266832,8.354996,0,250.016937,1.768479
1663402778.001998,22.928269,120.280339,7.153444,25.202499,8.690071,0,250.016937,3.262575
1663402779.001915,22.928223,120.280239,8.829309,25.163970,10.733091,0,249.696625,6.734986
