1663402759.697771,0,0,0,1,0,0,2
1663402766.449716,0,0,0,1,0,0,2
1663402769.669896,0,0,0,1,0,0,2
1663402774.812214,0,0,0,1,0,0,2
1663402795.390804,0,0,0,1,0,0,2
1663402797.959205,0,0,0,1,0,0,2
1663402805.677381,0,0,0,1,0,0,2
1663402813.393940,0,0,0,1,0,0,2
1663402818.536498,0,0,0,1,0,0,2
1663402826.253168,0,0,0,1,0,0,2
1663402836.539047,0,0,0,1,0,0,2
1663402854.538659,1,0,0,1,0,0,0
1663402855.499011,0,0,0,1,0,0,2
1663402857.111762,0,0,0,1,0,0,2
1663402859.682292,0,0,0,1,0,0,2
1663402916.262728,1,0,0,1,0,0,0
1663402916.901478,0,0,0,1,0,0,2
1663402917.222939,1,0,0,1,0,0,0
1663402917.544414,0,0,0,1,0,0,2
1663402921.410243,0,0,0,1,0,0,2
1663402923.980719,0,0,0,1,0,0,2
1663402983.768020,1,0,0,1,0,0,0
1663402985.375086,0,0,0,1,0,0,2
1663403047.424640,0,0,0,1,0,0,2
1663403052.567185,0,0,0,1,0,0,2
