1663402756.068834,0,1461.888184,1461.888184,928.514099,711.114502
1663402756.102158,1,1465.302368,1465.302368,925.900940,712.176453
1663402756.135480,2,1463.026245,1463.026245,926.680176,712.032959
1663402756.168803,3,1463.026245,1463.026245,928.224731,715.028748
1663402756.235449,4,1462.457275,1462.457275,925.083374,713.697754
1663402756.268772,5,1461.888184,1461.888184,928.228088,708.606995
1663402756.302095,6,1460.750000,1460.750000,929.748718,710.312988
1663402756.335418,7,1463.595215,1463.595215,924.757874,713.462585
1663402756.368741,8,1459.611938,1459.611938,927.960327,708.708008
1663402756.402064,9,1462.457275,1462.457275,926.381592,710.417969
1663402756.435387,10,1463.595215,1463.595215,926.946594,709.481934
1663402756.468710,11,1462.457275,1462.457275,927.177124,709.160400
1663402756.502033,12,1460.750000,1460.750000,927.560791,710.334595
1663402756.535356,13,1459.611938,1459.611938,926.796875,708.640869
1663402756.568679,14,1459.611938,1459.611938,926.602112,710.140259
1663402756.602002,15,1461.319092,1461.319092,925.961365,706.912292
1663402756.635325,16,1461.888184,1461.888184,927.879761,707.941162
1663402756.668648,17,1461.319092,1461.319092,926.432373,706.884766
1663402756.701971,18,1460.750000,1460.750000,927.234253,706.403748
1663402756.735294,19,1460.750000,1460.750000,927.443970,706.101807
1663402756.768617,20,1460.181030,1460.181030,928.045410,705.732483
1663402756.801940,21,1461.319092,1461.319092,927.994568,705.512207
1663402756.835263,22,1461.319092,1461.319092,928.394836,703.935242
1663402756.868586,23,1459.611938,1459.611938,928.039185,703.699158
1663402756.901909,24,1459.042847,1459.042847,928.595093,703.138916
1663402756.935232,25,1460.181030,1460.181030,926.589844,703.997253
1663402756.968555,26,1463.595215,1463.595215,927.455933,705.398499
1663402757.001878,27,1463.595215,1463.595215,928.843262,702.846924
1663403086.773724,28,1445.385742,1445.385742,959.576721,720.717712
1663403086.807047,29,1466.440552,1466.440552,959.853394,719.264832
1663403086.840370,30,1463.595215,1463.595215,956.809448,720.027466
1663403086.873692,31,1464.164307,1464.164307,956.472656,719.703918
1663403086.907016,32,1457.904785,1457.904785,955.278870,719.786987
1663403086.940339,33,1459.611938,1459.611938,952.721191,721.380920
1663403086.973662,34,1464.164307,1464.164307,946.289856,724.388123
1663403087.006985,35,1463.026245,1463.026245,947.580261,722.750549
1663403087.040308,36,1462.457275,1462.457275,944.705383,723.092712
1663403087.073631,37,1461.888184,1461.888184,942.805420,722.880127
1663403087.106954,38,1463.595215,1463.595215,939.583130,724.525330
1663403087.140274,39,1463.595215,1463.595215,937.751648,721.776855
