1663402755.024818,99.825241,0.438629
1663402756.053354,99.823021,0.626228
1663402756.199344,99.822586,0.663223
1663402757.152082,99.821312,0.771561
1663402758.105438,99.819519,0.922173
1663402759.058219,99.816727,1.157333
1663402760.011499,99.814468,1.347580
1663402760.964895,99.812790,1.487625
1663402761.918316,99.812790,1.487625
1663402762.871772,99.812981,1.471771
1663402763.825750,99.815292,1.278885
1663402764.779588,99.819420,0.930099
1663402765.733876,99.823921,0.549606
1663402766.687932,99.828156,0.192886
1663402767.642230,99.832458,-0.169106
1663402768.596621,99.836250,-0.488831
1663402769.551105,99.838676,-0.692284
1663402770.505677,99.839203,-0.737206
1663402771.460465,99.839203,-0.737206
1663402772.415009,99.838478,-0.676430
1663402773.369864,99.836960,-0.546959
1663402774.324412,99.835098,-0.391060
1663402775.278622,99.833382,-0.245735
1663402776.233182,99.832184,-0.145325
1663402777.187726,99.830734,-0.023781
1663402778.142820,99.829445,0.084557
1663402779.098217,99.828110,0.198174
1663402780.053313,99.827469,0.251022
1663402781.008615,99.827469,0.251022
1663402781.963898,99.827660,0.235168
1663402782.918472,99.828873,0.132118
1663402783.872288,99.831055,-0.050201
1663402784.825255,99.834892,-0.372566
1663402785.779047,99.839363,-0.750420
1663402786.732926,99.844131,-1.152054
1663402787.687039,99.849129,-1.572182
1663402788.641597,99.854149,-1.994949
1663402789.596423,99.856567,-2.201050
1663402790.551147,99.857658,-2.290894
1663402791.506561,99.857674,-2.293533
1663402792.462100,99.857674,-2.293533
1663402793.417534,99.855995,-2.150848
1663402794.372675,99.855179,-2.082146
1663402795.328078,99.854210,-2.000237
1663402796.283700,99.852333,-1.844337
1663402797.239400,99.850525,-1.691086
1663402798.194911,99.848328,-1.506119
1663402799.150619,99.845352,-1.255104
1663402800.105675,99.843124,-1.067497
1663402801.060617,99.842010,-0.972374
1663402802.015866,99.842010,-0.972374
1663402802.971173,99.843346,-1.085991
1663402803.926240,99.846275,-1.331726
1663402804.881438,99.849602,-1.611816
1663402805.837148,99.851677,-1.788849
1663402806.792217,99.852371,-1.846977
1663402807.747675,99.852371,-1.846977
1663402808.703166,99.851036,-1.733360
1663402809.658900,99.848465,-1.516693
1663402810.614774,99.845833,-1.294739
1663402811.571071,99.844368,-1.170547
1663402812.527158,99.843758,-1.120346
1663402813.482651,99.843758,-1.120346
1663402814.438432,99.844673,-1.196968
1663402815.394028,99.846748,-1.374008
1663402816.349649,99.849777,-1.627670
1663402817.305383,99.855354,-2.098000
1663402818.260618,99.857895,-2.312027
1663402819.215569,99.861130,-2.584190
1663402820.169536,99.864136,-2.837852
1663402821.123817,99.867416,-3.112656
1663402822.077082,99.867638,-3.131149
1663402823.031282,99.870804,-3.398026
1663402823.984344,99.871681,-3.472008
1663402824.938231,99.871681,-3.472008
1663402825.891326,99.871567,-3.464081
1663402826.844946,99.871536,-3.461441
1663402827.797935,99.869011,-3.247414
1663402828.751584,99.866585,-3.043953
1663402829.704458,99.863510,-2.785004
1663402830.657207,99.860123,-2.499634
1663402831.609784,99.856506,-2.195770
1663402832.562502,99.854530,-2.026657
1663402833.514595,99.854530,-2.026657
1663402834.467084,99.854744,-2.045158
1663402835.420267,99.856110,-2.161415
1663402836.373489,99.856613,-2.203697
1663402837.326141,99.858215,-2.338455
1663402838.278828,99.859428,-2.441505
1663402839.231709,99.861465,-2.613251
1663402840.184450,99.863426,-2.777077
1663402841.137491,99.864693,-2.885414
1663402842.090534,99.867859,-3.149643
1663402843.043611,99.868614,-3.215706
1663402843.996623,99.868629,-3.215706
1663402844.948992,99.869987,-3.329323
1663402845.901597,99.869987,-3.329323
1663402846.854457,99.868820,-3.231560
1663402847.807114,99.868233,-3.181351
1663402848.759913,99.867073,-3.083588
1663402849.712355,99.864754,-2.888054
1663402850.665025,99.862267,-2.679314
1663402851.618052,99.861588,-2.621178
1663402852.571831,99.859955,-2.483780
1663402853.526090,99.859932,-2.483780
1663402854.480631,99.859398,-2.438858
1663402855.435364,99.859093,-2.412437
1663402856.390310,99.854950,-2.063652
1663402857.345392,99.854736,-2.045158
1663402858.300194,99.853760,-1.963242
1663402859.255307,99.851212,-1.749214
1663402860.210480,99.850975,-1.728073
1663402861.165910,99.850975,-1.728073
1663402862.121042,99.852333,-1.844337
1663402863.076586,99.852364,-1.846977
1663402864.031996,99.855438,-2.103287
1663402864.987068,99.857796,-2.304100
1663402865.942646,99.860184,-2.504921
1663402866.898454,99.860786,-2.555122
1663402867.854172,99.861069,-2.578903
1663402868.809871,99.861069,-2.578903
1663402869.766052,99.860519,-2.531342
1663402870.721941,99.858627,-2.372803
