1663402756.585341,0.163372,0.052781,0.262640,0.775495,-0.150324,-0.289523,-0.540543
1663402756.602002,0.168413,0.053475,0.267198,0.775434,-0.149827,-0.287819,-0.541677
1663402756.618664,0.171489,0.053973,0.269409,0.775706,-0.147859,-0.288418,-0.541511
1663402756.635325,0.170485,0.054005,0.266874,0.775939,-0.143578,-0.289277,-0.541869
1663402756.651987,0.173969,0.054565,0.269309,0.775920,-0.138750,-0.290610,-0.542441
1663402756.668648,0.178982,0.055325,0.273327,0.776150,-0.133785,-0.292405,-0.542395
1663402756.685309,0.184639,0.056209,0.277884,0.776556,-0.128593,-0.294917,-0.541709
1663402756.701971,0.190675,0.057243,0.282668,0.777068,-0.123502,-0.297824,-0.540567
1663402756.718633,0.195643,0.057984,0.286340,0.778012,-0.118727,-0.300723,-0.538671
1663402756.735294,0.198175,0.057962,0.287666,0.778624,-0.114922,-0.303034,-0.537316
1663402756.751956,0.203566,0.059008,0.291714,0.779025,-0.112381,-0.304792,-0.536277
1663402756.768617,0.209960,0.060537,0.296730,0.779389,-0.110953,-0.306173,-0.535257
1663402756.785278,0.216753,0.062273,0.302189,0.779719,-0.110472,-0.307173,-0.534302
1663402756.801940,0.223731,0.064058,0.307861,0.780211,-0.110632,-0.307659,-0.533270
1663402756.818602,0.229169,0.066078,0.312682,0.780420,-0.111845,-0.308458,-0.532248
1663402756.835263,0.231314,0.068514,0.315634,0.780718,-0.112559,-0.309857,-0.530847
1663402756.851924,0.236786,0.070493,0.320675,0.781090,-0.112558,-0.311169,-0.529531
1663402756.868586,0.243265,0.072419,0.326492,0.781870,-0.111421,-0.312031,-0.528112
1663402756.885247,0.250058,0.074482,0.332763,0.783030,-0.108195,-0.312621,-0.526712
1663402756.901909,0.256998,0.076745,0.339416,0.784325,-0.102469,-0.313144,-0.525619
1663402756.918570,0.264203,0.078080,0.345793,0.784964,-0.096211,-0.313918,-0.525386
1663402756.935232,0.271474,0.077621,0.351219,0.785207,-0.089831,-0.314690,-0.525691
1663402756.951893,0.278920,0.079125,0.357718,0.785073,-0.082258,-0.318186,-0.525025
1663402756.968555,0.286788,0.081195,0.364443,0.783591,-0.073711,-0.325864,-0.523799
1663402756.985216,0.294858,0.083495,0.371218,0.781768,-0.067781,-0.332691,-0.523031
1663402757.001878,0.303065,0.085921,0.378000,0.780713,-0.065697,-0.335994,-0.522761
1663402757.018539,0.311482,0.087324,0.384541,0.779277,-0.068518,-0.336398,-0.524280
1663403086.773724,0.311482,0.087324,0.384541,0.779277,-0.068518,-0.336398,-0.524280
1663403086.790385,0.311482,0.087324,0.384541,-0.485556,-0.051724,0.361992,0.794054
1663403086.807047,0.311482,0.087324,0.384541,-0.485556,-0.051724,0.361992,0.794054
1663403086.823709,0.311482,0.087324,0.384541,-0.483448,-0.051425,0.370288,0.791530
1663403086.840370,0.311482,0.087324,0.384541,-0.481626,-0.051181,0.378403,0.788814
1663403086.857032,0.311482,0.087324,0.384541,-0.479448,-0.048913,0.391646,0.783805
1663403086.873692,0.311482,0.087324,0.384541,-0.479790,-0.043284,0.397394,0.781029
1663403086.890355,0.311482,0.087324,0.384541,-0.480908,-0.039604,0.397018,0.780728
1663403086.907016,0.311482,0.087324,0.384541,-0.484573,-0.032526,0.391541,0.781554
1663403086.923677,0.311482,0.087324,0.384541,-0.488731,-0.028215,0.383910,0.782917
1663403086.940339,0.311482,0.087324,0.384541,-0.490404,-0.027285,0.380644,0.783499
1663403086.957000,0.311482,0.087324,0.384541,-0.492178,-0.027378,0.376147,0.784554
1663403086.973662,0.311482,0.087324,0.384541,-0.491861,-0.028889,0.373802,0.785818
1663403086.990324,0.311482,0.087324,0.384541,-0.491848,-0.029391,0.372643,0.786358
1663403087.006985,0.311482,0.087324,0.384541,-0.492871,-0.029855,0.369337,0.787259
1663403087.023647,0.311482,0.087324,0.384541,-0.494258,-0.029808,0.365683,0.788097
1663403087.040308,0.311482,0.087324,0.384541,-0.494776,-0.029724,0.364324,0.788405
1663403087.056969,0.311482,0.087324,0.384541,-0.495466,-0.029781,0.362790,0.788676
1663403087.073631,0.311482,0.087324,0.384541,-0.496328,-0.029942,0.360748,0.789065
1663403087.090292,0.311482,0.087324,0.384541,-0.496798,-0.030091,0.359271,0.789437
1663403087.106954,0.311482,0.087324,0.384541,-0.497775,-0.030630,0.356233,0.790177
1663403087.123616,0.311482,0.087324,0.384541,-0.498028,-0.031189,0.358208,0.789102
1663403087.140274,0.311482,0.087324,0.384541,-0.497808,-0.031039,0.359677,0.788579
